AchievementCriteriaFont;Fonts\\FRIZQT__.TTF;10;;;000000;1;-1;AchievementDescriptionFont;LEFT;
GlueFontNormalLarge;Fonts\\FRIZQT__.TTF;18;OUTLINE;ffd200;000000;2;-2;SystemFont_Shadow_Outline_Large;;
IMEHighlight;Fonts\\FRIZQT__.TTF;16;;ffd100;;;;System_IME;LEFT;
IMENormal;Fonts\\FRIZQT__.TTF;16;;;;;;System_IME;LEFT;
InvoiceFont_Med;Fonts\\FRIZQT__.TTF;12;;;;;;;;
InvoiceFont_Small;Fonts\\FRIZQT__.TTF;10;;;;;;;;
InvoiceTextFontNormal;Fonts\\FRIZQT__.TTF;12;;2e1f0f;;;;InvoiceFont_Med;LEFT;
InvoiceTextFontSmall;Fonts\\FRIZQT__.TTF;10;;2e1f0f;;;;InvoiceFont_Small;LEFT;
ItemTextFontNormal;Fonts\\MORPHEUS.ttf;15;;2e1f0f;;;;QuestFont_Large;LEFT;
LFGActivityEntry;Fonts\\FRIZQT__.TTF;12;;ffd200;000000;1;-1;GameFontNormalLeft;LEFT;
LFGActivityEntryDifficult;Fonts\\FRIZQT__.TTF;12;;ff8040;000000;1;-1;GameFontNormalLeft;LEFT;
LFGActivityEntryTrivial;Fonts\\FRIZQT__.TTF;12;;808080;000000;1;-1;GameFontNormalLeft;LEFT;
LFGActivityHeader;Fonts\\FRIZQT__.TTF;12;;b3b3b3;000000;1;-1;GameFontNormalLeft;LEFT;
MailFont_Large;Fonts\\FRIZQT__.TTF;15;;;;;;;;
MailTextFontNormal;Fonts\\FRIZQT__.TTF;15;;2e1f0f;;;;MailFont_Large;LEFT;
MissionCombatTextFontOutline;Fonts\\FRIZQT__.TTF;36;OUTLINE;;;;;SystemFont_Outline_WTF2;;
MovieSubtitleFont;Fonts\\FRIZQT__.TTF;22;OUTLINE;ffd200;000000;2;-2;SystemFont22_Shadow_Outline;;
NewSubSpellFont;Fonts\\FRIZQT__.TTF;10;;d1b38a;000000;1;-1;SubSpellFont;;
Number11Font;Fonts\\ARIALN.TTF;11;;;;;;;;
Number11FontWhite;Fonts\\ARIALN.TTF;11;;;000000;1;-1;Number11Font;;
Number12Font_o1;Fonts\\ARIALN.TTF;12;OUTLINE;;;;;;;
Number12Font;Fonts\\ARIALN.TTF;12;;;;;;;;
Number12FontOutline;Fonts\\ARIALN.TTF;12;OUTLINE;;;;;;;
Number13Font;Fonts\\ARIALN.TTF;13;;;;;;;;
Number13FontGray;Fonts\\ARIALN.TTF;13;;808080;000000;1;-1;Number13Font;;
Number13FontRed;Fonts\\ARIALN.TTF;13;;ff1a1a;000000;1;-1;Number13Font;;
Number13FontWhite;Fonts\\ARIALN.TTF;13;;;000000;1;-1;Number13Font;;
Number13FontYellow;Fonts\\ARIALN.TTF;13;;ffd100;000000;1;-1;Number13Font;;
Number14FontGray;Fonts\\ARIALN.TTF;13;;808080;000000;1;-1;NumberFont_Normal_Med;;
Number14FontGreen;Fonts\\ARIALN.TTF;13;;1aff1a;000000;1;-1;NumberFont_Normal_Med;;
Number14FontRed;Fonts\\ARIALN.TTF;13;;ff1a1a;000000;1;-1;NumberFont_Normal_Med;;
Number14FontWhite;Fonts\\ARIALN.TTF;13;;;000000;1;-1;NumberFont_Normal_Med;;
Number15Font;Fonts\\ARIALN.TTF;15;;;;;;;;
Number15FontWhite;Fonts\\ARIALN.TTF;15;;;000000;1;-1;Number15Font;;
Number16Font;Fonts\\ARIALN.TTF;16;;;;;;;;
Number18Font;Fonts\\ARIALN.TTF;18;;;;;;;;
Number18FontWhite;Fonts\\ARIALN.TTF;18;;;000000;1;-1;Number18Font;;
NumberFont_GameNormal;Fonts\\FRIZQT__.TTF;10;;;000000;1;-1;;;
NumberFont_Normal_Med;Fonts\\ARIALN.TTF;13;;;;;;;;
NumberFont_Outline_Huge;Fonts\\skurri.ttf;30;OUTLINE;;;;;;;
NumberFont_Outline_Large;Fonts\\ARIALN.TTF;16;OUTLINE;;;;;;;
NumberFont_Outline_Med;Fonts\\ARIALN.TTF;13;OUTLINE;;;;;;;
NumberFont_OutlineThick_Mono_Small;Fonts\\ARIALN.TTF;12;OUTLINE;;;;;;;
NumberFont_Shadow_Large;Fonts\\ARIALN.TTF;20;;;000000;0.00063836097251624;-0.00063836097251624;;;
NumberFont_Shadow_Med;Fonts\\ARIALN.TTF;13;;;000000;1;-1;;;
NumberFont_Shadow_Small;Fonts\\ARIALN.TTF;12;;;000000;1;-1;;;
NumberFont_Shadow_Tiny;Fonts\\ARIALN.TTF;10;;;000000;1;-1;;;
NumberFont_Small;Fonts\\ARIALN.TTF;12;;;;;;;;
NumberFontNormal;Fonts\\ARIALN.TTF;13;OUTLINE;;;;;NumberFont_Outline_Med;;
NumberFontNormalGray;Fonts\\ARIALN.TTF;13;OUTLINE;999999;;;;NumberFont_Outline_Med;;
NumberFontNormalHuge;Fonts\\skurri.ttf;30;OUTLINE;;;;;NumberFont_Outline_Huge;;
NumberFontNormalLarge;Fonts\\ARIALN.TTF;16;OUTLINE;;;;;NumberFont_Outline_Large;;
NumberFontNormalLargeRight;Fonts\\ARIALN.TTF;16;OUTLINE;;;;;NumberFontNormalLarge;RIGHT;
NumberFontNormalLargeRightGray;Fonts\\ARIALN.TTF;16;OUTLINE;999999;;;;NumberFontNormalLargeRight;RIGHT;
NumberFontNormalLargeRightRed;Fonts\\ARIALN.TTF;16;OUTLINE;ff1a1a;;;;NumberFontNormalLargeRight;RIGHT;
NumberFontNormalLargeRightYellow;Fonts\\ARIALN.TTF;16;OUTLINE;ffd100;;;;NumberFontNormalLargeRight;RIGHT;
NumberFontNormalLargeYellow;Fonts\\ARIALN.TTF;16;OUTLINE;ffd100;;;;NumberFontNormalLarge;;
NumberFontNormalRight;Fonts\\ARIALN.TTF;13;OUTLINE;;;;;NumberFontNormal;RIGHT;
NumberFontNormalRightGray;Fonts\\ARIALN.TTF;13;OUTLINE;999999;;;;NumberFontNormalRight;RIGHT;
NumberFontNormalRightGreen;Fonts\\ARIALN.TTF;13;OUTLINE;1aff1a;;;;NumberFontNormalRight;RIGHT;
NumberFontNormalRightRed;Fonts\\ARIALN.TTF;13;OUTLINE;ff1a1a;;;;NumberFontNormalRight;RIGHT;
NumberFontNormalRightYellow;Fonts\\ARIALN.TTF;13;OUTLINE;ffd100;;;;NumberFontNormalRight;RIGHT;
NumberFontNormalSmall;Fonts\\ARIALN.TTF;12;OUTLINE;;;;;NumberFont_OutlineThick_Mono_Small;;
NumberFontNormalSmallGray;Fonts\\ARIALN.TTF;12;OUTLINE;999999;;;;NumberFontNormalSmall;;
NumberFontNormalYellow;Fonts\\ARIALN.TTF;13;OUTLINE;ffd100;;;;NumberFontNormal;;
NumberFontSmallBattleNetBlueLeft;Fonts\\ARIALN.TTF;12;;82c5ff;;;;NumberFont_Small;LEFT;
NumberFontSmallWhiteLeft;Fonts\\ARIALN.TTF;12;;;;;;NumberFont_Small;LEFT;
NumberFontSmallYellowLeft;Fonts\\ARIALN.TTF;12;;ffd100;;;;NumberFont_Small;LEFT;
ObjectiveFont;Fonts\\FRIZQT__.TTF;12;;cccccc;000000;1;-1;GameFontHighlight;LEFT;TOP
ObjectiveTrackerFont12;Fonts\\FRIZQT__.TTF;12;;;;;;;;
ObjectiveTrackerFont13;Fonts\\FRIZQT__.TTF;13;;;;;;;;
ObjectiveTrackerFont14;Fonts\\FRIZQT__.TTF;13;;;;;;;;
ObjectiveTrackerFont15;Fonts\\FRIZQT__.TTF;15;;;;;;;;
ObjectiveTrackerFont16;Fonts\\FRIZQT__.TTF;16;;;;;;;;
ObjectiveTrackerFont17;Fonts\\FRIZQT__.TTF;17;;;;;;;;
ObjectiveTrackerFont18;Fonts\\FRIZQT__.TTF;18;;;;;;;;
ObjectiveTrackerFont19;Fonts\\FRIZQT__.TTF;19;;;;;;;;
ObjectiveTrackerFont20;Fonts\\FRIZQT__.TTF;20;;;;;;;;
ObjectiveTrackerFont21;Fonts\\FRIZQT__.TTF;21;;;;;;;;
ObjectiveTrackerFont22;Fonts\\FRIZQT__.TTF;22;;;;;;;;
ObjectiveTrackerHeaderFont;Fonts\\FRIZQT__.TTF;13;;ffd200;000000;1;-1;ObjectiveTrackerFont14;LEFT;TOP
ObjectiveTrackerLineFont;Fonts\\FRIZQT__.TTF;12;;;000000;1;-1;ObjectiveTrackerFont12;LEFT;TOP
OptionsFontHighlight;Fonts\\FRIZQT__.TTF;12;;;000000;1;-1;GameFontHighlight;;
OptionsFontHighlightSmall;Fonts\\FRIZQT__.TTF;10;;;000000;1;-1;GameFontHighlightSmall;;
OptionsFontLarge;Fonts\\FRIZQT__.TTF;16;;ffd100;000000;1;-1;GameFontNormalLarge;;
OptionsFontLeft;Fonts\\FRIZQT__.TTF;12;;ffd200;000000;1;-1;GameFontNormal;;
OptionsFontSmall;Fonts\\FRIZQT__.TTF;10;;ffd200;000000;1;-1;GameFontNormalSmall;;
OptionsFontSmallLeft;Fonts\\FRIZQT__.TTF;10;;ffd200;000000;1;-1;OptionsFontSmall;LEFT;
OrderHallTalentRowFont;Fonts\\MORPHEUS.ttf;18;;e6cc80;;;;;;
PriceFont;Fonts\\ARIALN.TTF;13;;;;;;;;
PriceFontGray;Fonts\\ARIALN.TTF;13;;808080;000000;1;-1;PriceFont;;
PriceFontGreen;Fonts\\ARIALN.TTF;13;;1aff1a;000000;1;-1;PriceFont;;
PriceFontRed;Fonts\\ARIALN.TTF;13;;ff1a1a;000000;1;-1;PriceFont;;
PriceFontWhite;Fonts\\ARIALN.TTF;13;;;000000;1;-1;PriceFont;;
PriceFontYellow;Fonts\\ARIALN.TTF;13;;ffd100;000000;1;-1;PriceFont;;
PVPInfoTextFont;Fonts\\FRIZQT__.TTF;22;OUTLINE, THICKOUTLINE;;;;;SystemFont_OutlineThick_Huge2;;
QuestDifficulty_Difficult;Fonts\\FRIZQT__.TTF;12;;ffff00;000000;1;-1;GameFontNormalLeft;LEFT;
QuestDifficulty_Header;Fonts\\FRIZQT__.TTF;12;;b3b3b3;000000;1;-1;GameFontNormalLeft;LEFT;
QuestDifficulty_Impossible;Fonts\\FRIZQT__.TTF;12;;ff2020;000000;1;-1;GameFontNormalLeft;LEFT;
QuestDifficulty_Standard;Fonts\\FRIZQT__.TTF;12;;40c040;000000;1;-1;GameFontNormalLeft;LEFT;
QuestDifficulty_Trivial;Fonts\\FRIZQT__.TTF;12;;808080;000000;1;-1;GameFontNormalLeft;LEFT;
QuestDifficulty_VeryDifficult;Fonts\\FRIZQT__.TTF;12;;ff8040;000000;1;-1;GameFontNormalLeft;LEFT;
QuestFont_30;Fonts\\MORPHEUS.ttf;30;;;;;;;;
QuestFont_39;Fonts\\MORPHEUS.ttf;39;;;;;;;;
QuestFont_Enormous;Fonts\\MORPHEUS.ttf;30;;ffd100;;;;;;
QuestFont_Huge;Fonts\\MORPHEUS.ttf;18;;;;;;;;
QuestFont_Large;Fonts\\MORPHEUS.ttf;15;;;;;;;;
QuestFont_Outline_Huge;Fonts\\MORPHEUS.ttf;18;OUTLINE;;;;;;;
QuestFont_Shadow_Enormous;Fonts\\MORPHEUS.ttf;30;;ffd100;7d590d;1;-1;QuestFont_Enormous;;
QuestFont_Shadow_Huge;Fonts\\MORPHEUS.ttf;18;;;7d590d;1;-1;QuestFont_Huge;;
QuestFont_Shadow_Small;Fonts\\MORPHEUS.ttf;13;;;7d590d;1;-1;;;
QuestFont_Shadow_Super_Huge;Fonts\\MORPHEUS.ttf;24;;ffd100;7d590d;1;-1;QuestFont_Super_Huge;;
QuestFont_Super_Huge_Outline;Fonts\\MORPHEUS.ttf;24;OUTLINE;ffd100;;;;;;
QuestFont_Super_Huge;Fonts\\MORPHEUS.ttf;24;;ffd100;;;;;;
QuestFont;Fonts\\FRIZQT__.TTF;13;;000000;;;;SystemFont_Med2;;
QuestFontHighlightHuge;Fonts\\MORPHEUS.ttf;18;;;;;;QuestFontNormalHuge;;
QuestFontLeft;Fonts\\FRIZQT__.TTF;13;;000000;;;;QuestFont;LEFT;
QuestFontNormalHuge;Fonts\\MORPHEUS.ttf;18;;ffd100;;;;QuestFont_Huge;;
QuestFontNormalLarge;Fonts\\MORPHEUS.ttf;15;;ffd100;;;;QuestFont_Large;;
QuestFontNormalSmall;Fonts\\FRIZQT__.TTF;12;;4d2e00;;;;GameFontBlack;;
QuestMapRewardsFont;Fonts\\FRIZQT__.TTF;10;;e6c9ab;;;;GameFontBlackSmall;;
QuestTitleFont;Fonts\\MORPHEUS.ttf;18;;000000;7d590d;1;-1;QuestFont_Shadow_Huge;;
QuestTitleFontBlackShadow;Fonts\\MORPHEUS.ttf;18;;ffd100;000000;1;-1;QuestFont_Shadow_Huge;;
ReputationDetailFont;Fonts\\FRIZQT__.TTF;10;;;000000;1;-1;;;
ScrollingMessageFrame;;0;;;;;;;;
SpellFont_Small;Fonts\\FRIZQT__.TTF;10;;;;;;;;
SplashHeaderFont;Fonts\\MORPHEUS.ttf;24;;ffd100;000000;1;-2;;;
SubSpellFont;Fonts\\FRIZQT__.TTF;10;;593300;;;;SpellFont_Small;;
SubZoneTextFont;Fonts\\FRIZQT__.TTF;26;OUTLINE, THICKOUTLINE;;;;;SystemFont_OutlineThick_Huge4;;
System_IME;Fonts\\FRIZQT__.TTF;16;;;;;;;;
System15Font;Fonts\\FRIZQT__.TTF;15;;;;;;;;
SystemFont_Huge1_Outline;Fonts\\FRIZQT__.TTF;20;OUTLINE;;;;;;;
SystemFont_Huge1;Fonts\\FRIZQT__.TTF;20;;;;;;;;
SystemFont_Huge2;Fonts\\FRIZQT__.TTF;24;;;;;;;;
SystemFont_Huge4;Fonts\\FRIZQT__.TTF;27;;;;;;;;
SystemFont_InverseShadow_Small;Fonts\\FRIZQT__.TTF;10;;;666666;1;-1;;;
SystemFont_Large;Fonts\\FRIZQT__.TTF;16;;;;;;;;
SystemFont_Large2;Fonts\\FRIZQT__.TTF;18;;;;;;;;
SystemFont_LargeNamePlate;Fonts\\FRIZQT__.TTF;12;;;000000;1;-1;;;
SystemFont_LargeNamePlateFixed;Fonts\\FRIZQT__.TTF;20;;;000000;1;-1;;;
SystemFont_Med1;Fonts\\FRIZQT__.TTF;12;;;;;;;;
SystemFont_Med2;Fonts\\FRIZQT__.TTF;13;;;;;;;;
SystemFont_Med3;Fonts\\FRIZQT__.TTF;13;;;;;;;;
SystemFont_NamePlate;Fonts\\FRIZQT__.TTF;9;;;000000;1;-1;;;
SystemFont_NamePlateCastBar;Fonts\\FRIZQT__.TTF;10;OUTLINE;;000000;1;-1;;;
SystemFont_NamePlateFixed;Fonts\\FRIZQT__.TTF;14;;;000000;1;-1;;;
SystemFont_Outline_Med2;Fonts\\FRIZQT__.TTF;15;OUTLINE;;;;;;;
SystemFont_Outline_Small;Fonts\\FRIZQT__.TTF;10;OUTLINE;;;;;;;
SystemFont_Outline_WTF2;Fonts\\FRIZQT__.TTF;36;OUTLINE;;;;;;;
SystemFont_Outline;Fonts\\FRIZQT__.TTF;13;OUTLINE;;;;;;;
SystemFont_OutlineThick_Huge2;Fonts\\FRIZQT__.TTF;22;OUTLINE, THICKOUTLINE;;;;;;;
SystemFont_OutlineThick_Huge4;Fonts\\FRIZQT__.TTF;26;OUTLINE, THICKOUTLINE;;;;;;;
SystemFont_OutlineThick_WTF;Fonts\\FRIZQT__.TTF;32;OUTLINE, THICKOUTLINE;;;;;;;
SystemFont_Shadow_Huge1_Outline;Fonts\\FRIZQT__.TTF;20;OUTLINE;;000000;1;-1;;;
SystemFont_Shadow_Huge1;Fonts\\FRIZQT__.TTF;20;;;000000;1;-1;;;
SystemFont_Shadow_Huge2_Outline;Fonts\\FRIZQT__.TTF;24;OUTLINE;;000000;1;-1;;;
SystemFont_Shadow_Huge2;Fonts\\FRIZQT__.TTF;24;;;000000;1;-1;;;
SystemFont_Shadow_Huge3;Fonts\\FRIZQT__.TTF;25;;;000000;1;-1;;;
SystemFont_Shadow_Huge4_Outline;Fonts\\FRIZQT__.TTF;27;OUTLINE;;000000;1;-1;;;
SystemFont_Shadow_Huge4;Fonts\\FRIZQT__.TTF;27;;;000000;1;-1;;;
SystemFont_Shadow_Large_Outline;Fonts\\FRIZQT__.TTF;16;OUTLINE;;000000;1;-1;;;
SystemFont_Shadow_Large;Fonts\\FRIZQT__.TTF;16;;;000000;1;-1;;;
SystemFont_Shadow_Large2_Outline;Fonts\\FRIZQT__.TTF;18;OUTLINE;;000000;1;-1;;;
SystemFont_Shadow_Large2;Fonts\\FRIZQT__.TTF;18;;;000000;1;-1;;;
SystemFont_Shadow_Med1_Outline;Fonts\\FRIZQT__.TTF;12;OUTLINE;;000000;1;-1;;;
SystemFont_Shadow_Med1;Fonts\\FRIZQT__.TTF;12;;;000000;1;-1;;;
SystemFont_Shadow_Med2_Outline;Fonts\\FRIZQT__.TTF;13;OUTLINE;;000000;1;-1;;;
SystemFont_Shadow_Med2;Fonts\\FRIZQT__.TTF;13;;;000000;1;-1;;;
SystemFont_Shadow_Med3_Outline;Fonts\\FRIZQT__.TTF;13;OUTLINE;;000000;1;-1;;;
SystemFont_Shadow_Med3;Fonts\\FRIZQT__.TTF;13;;;000000;1;-1;;;
SystemFont_Shadow_Outline_Huge3;Fonts\\FRIZQT__.TTF;25;OUTLINE;;000000;1;-1;;;
SystemFont_Shadow_Outline_Large;Fonts\\FRIZQT__.TTF;18;OUTLINE;;000000;2;-2;;;
SystemFont_Shadow_Outline_Small;Fonts\\FRIZQT__.TTF;10;OUTLINE;;000000;1;-1;;;
SystemFont_Shadow_Small_Outline;Fonts\\FRIZQT__.TTF;10;OUTLINE;;000000;1;-1;;;
SystemFont_Shadow_Small;Fonts\\FRIZQT__.TTF;10;;;000000;1;-1;;;
SystemFont_Shadow_Small2_Outline;Fonts\\FRIZQT__.TTF;11;OUTLINE;;000000;1;-1;;;
SystemFont_Shadow_Small2;Fonts\\FRIZQT__.TTF;11;;;000000;1;-1;;;
SystemFont_Small;Fonts\\FRIZQT__.TTF;10;;;;;;;;
SystemFont_Small2;Fonts\\FRIZQT__.TTF;11;;;;;;;;
SystemFont_Tiny;Fonts\\FRIZQT__.TTF;9;;;;;;;;
SystemFont_Tiny2;Fonts\\FRIZQT__.TTF;8;;;;;;;;
SystemFont_World_ThickOutline;Fonts\\FRIZQT__.TTF;64;OUTLINE, THICKOUTLINE;;000000;1;-1;;;
SystemFont_World;Fonts\\FRIZQT__.TTF;64;;;000000;1;-1;;;
SystemFont_WTF2;Fonts\\FRIZQT__.TTF;36;;;;;;;;
SystemFont16_Shadow_ThickOutline;Fonts\\ARIALN.TTF;16;OUTLINE, THICKOUTLINE;;;;;;;
SystemFont18_Shadow_ThickOutline;Fonts\\ARIALN.TTF;18;OUTLINE, THICKOUTLINE;;;;;;;
SystemFont22_Outline;Fonts\\FRIZQT__.TTF;22;OUTLINE;;;;;;;
SystemFont22_Shadow_Outline;Fonts\\FRIZQT__.TTF;22;OUTLINE;;000000;2;-2;;;
SystemFont22_Shadow_ThickOutline;Fonts\\ARIALN.TTF;18;OUTLINE, THICKOUTLINE;;;;;;;
TextStatusBarText;Fonts\\FRIZQT__.TTF;10;OUTLINE;;;;;SystemFont_Outline_Small;;
TextStatusBarTextLarge;Fonts\\FRIZQT__.TTF;13;OUTLINE;;;;;SystemFont_Outline;;
Tooltip_Med;Fonts\\FRIZQT__.TTF;12;;;;;;;;
Tooltip_Small;Fonts\\FRIZQT__.TTF;10;;;;;;;;
UserScaledChatFontNormal;Fonts\\ARIALN.TTF;13;;;000000;1;-1;ChatFontNormal;LEFT;
UserScaledFontBody;Fonts\\FRIZQT__.TTF;13;;;000000;1;-1;UserScaledFontSystem_Body;LEFT;TOP
UserScaledFontGameDisable;Fonts\\FRIZQT__.TTF;12;;808080;000000;1;-1;GameFontDisable;;
UserScaledFontGameDisableSmall;Fonts\\FRIZQT__.TTF;10;;808080;000000;1;-1;GameFontDisableSmall;;
UserScaledFontGameHighlight;Fonts\\FRIZQT__.TTF;12;;;000000;1;-1;GameFontHighlight;;
UserScaledFontGameHighlightRight;Fonts\\FRIZQT__.TTF;12;;;000000;1;-1;GameFontHighlightRight;RIGHT;
UserScaledFontGameHighlightSmall;Fonts\\FRIZQT__.TTF;10;;;000000;1;-1;GameFontHighlightSmall;;
UserScaledFontGameNormal;Fonts\\FRIZQT__.TTF;12;;ffd200;000000;1;-1;GameFontNormal;;
UserScaledFontGameNormalLarge;Fonts\\FRIZQT__.TTF;16;;ffd100;000000;1;-1;GameFontNormalLarge;;
UserScaledFontGameNormalSmall;Fonts\\FRIZQT__.TTF;10;;ffd200;000000;1;-1;GameFontNormalSmall;;
UserScaledFontGlueDisable;Fonts\\FRIZQT__.TTF;15;OUTLINE;808080;000000;1;-1;GlueFontDisable;;
UserScaledFontGlueHighlight;Fonts\\FRIZQT__.TTF;15;OUTLINE;;000000;1;-1;GlueFontHighlight;;
UserScaledFontGlueNormal;Fonts\\FRIZQT__.TTF;15;OUTLINE;ffd200;000000;1;-1;GlueFontNormal;;
UserScaledFontGlueNormalExtraSmall;Fonts\\FRIZQT__.TTF;10;OUTLINE;ffd200;000000;1;-1;GlueFontNormalExtraSmall;;
UserScaledFontGlueNormalLarge;Fonts\\FRIZQT__.TTF;18;OUTLINE;ffd200;000000;2;-2;GlueFontNormalLarge;;
UserScaledFontHeader;Fonts\\FRIZQT__.TTF;16;;;000000;1;-1;UserScaledFontSystem_Header;LEFT;TOP
UserScaledFontNumberNormalRight;Fonts\\ARIALN.TTF;13;OUTLINE;;;;;NumberFontNormalRight;RIGHT;
UserScaledFontNumberNormalRightGray;Fonts\\ARIALN.TTF;13;OUTLINE;999999;;;;NumberFontNormalRightGray;RIGHT;
UserScaledFontNumberNormalRightRed;Fonts\\ARIALN.TTF;13;OUTLINE;ff1a1a;;;;NumberFontNormalRightRed;RIGHT;
UserScaledFontNumberNormalRightYellow;Fonts\\ARIALN.TTF;13;OUTLINE;ffd100;;;;NumberFontNormalRightYellow;RIGHT;
UserScaledFontSystem_Body;Fonts\\FRIZQT__.TTF;13;;;000000;1;-1;;;
UserScaledFontSystem_Header;Fonts\\FRIZQT__.TTF;16;;;000000;1;-1;;;
VehicleMenuBarStatusBarText;Fonts\\FRIZQT__.TTF;12;;;000000;1;-1;SystemFont_Shadow_Med1;;
WhiteNormalNumberFont;Fonts\\FRIZQT__.TTF;10;;;000000;1;-1;NumberFont_GameNormal;;
WorldMapTextFont;Fonts\\FRIZQT__.TTF;32;OUTLINE, THICKOUTLINE;ffedc2;;;;SystemFont_OutlineThick_WTF;;
ZoneTextFont;Fonts\\FRIZQT__.TTF;32;OUTLINE, THICKOUTLINE;ffedc2;;;;SystemFont_OutlineThick_WTF;;
